title,artist,date,School Name,Borough,Medium
THE EVOLUTION OF MUSIC,Lucienne Bloch,1938,G. WASHINGTON HS EDUC. CAMPUS - M,MANHATTAN,FRESCO
THE LOUIS ARMSTRONG MURAL,Lucinda Luvaas,1981,I.S. 227 - QUEENS,QUEENS,EXTERIOR PAINT
EVENING SONG,Lucy Fradkin,2008,P.S. 59 (MEETH) - MANHATTAN,MANHATTAN,ACRYLA GOUACHE
EVENING SONG,Lucy Fradkin,2008,P.S. 59 (MEETH) - MANHATTAN,MANHATTAN,PENCIL
SPRING FEVER,Lucy Fradkin,2003,P.S. 59 (MEETH) - MANHATTAN,MANHATTAN,COLLAGE
SPRING FEVER,Lucy Fradkin,2003,P.S. 59 (MEETH) - MANHATTAN,MANHATTAN,ACRYLA GOUACHE
"LET A PEOPLE, LOVING FREEDOM, COME TO GROW",Lucy Mahler,,P.S. 28 - MANHATTAN,MANHATTAN,EXTERIOR PAINT
DISTRIBUTION OF LAND,Luis Arenal,1937,FORT HAMILTON HS - K,BROOKLYN,WOODCUT
"THOUGHT BUBBLES: SKY, EARTH, SUN AND UNIVERSE",Luisa Caldwell,2008,P.S. 244 ECC (@ FRANKLIN AVE) - Q,QUEENS,STICKERS
"THOUGHT BUBBLES: SKY, EARTH, SUN AND UNIVERSE",Luisa Caldwell,2008,P.S. 244 ECC (@ FRANKLIN AVE) - Q,QUEENS,GLOBES
MOTIVATION,Lumen Winter,1969,SOUTH SHORE HS - K,BROOKLYN,MARBLE
ASCENT,Lumen Winter,1970,SOUTH SHORE HS - K,BROOKLYN,MARBLE
ROCK,Lumen Winter,1970,SOUTH SHORE HS - K,BROOKLYN,CONCRETE
ROCK,Lumen Winter,1970,SOUTH SHORE HS - K,BROOKLYN,STONE
IMMIGRATION,Lumen Winter,1963,P.S. 20 - MANHATTAN,MANHATTAN,"MOSAIC, GLASS"
GREENWICH VILLAGE AND ITS CULTURAL ACTIVITIES,Lumen Winter,1958,P.S. 41 - MANHATTAN,MANHATTAN,CERAMIC
"SCIENCE, MUSIC, ART, AND LITERATURE",Lumen Winter,1964,P.S. 96 - MANHATTAN,MANHATTAN,"MOSAIC, GLASS"
"SCIENCE, MUSIC, ART, AND LITERATURE",Lumen Winter,1964,P.S. 96 - MANHATTAN,MANHATTAN,"MOSAIC, STONE"
"""LIGHT AND COLOR SPECTRUM""",Lumen Winter,1974,P.S. 60 - STATEN ISLAND,STATEN ISLAND,"MOSAIC, GLASS"
"""LIGHT AND COLOR SPECTRUM""",Lumen Winter,1974,P.S. 60 - STATEN ISLAND,STATEN ISLAND,MARBLE
"""THE SUN""",Lumen Winter,1966,P.S. 53 - STATEN ISLAND,STATEN ISLAND,MARBLE
"""THE SUN""",Lumen Winter,1966,P.S. 53 - STATEN ISLAND,STATEN ISLAND,"MOSAIC, MARBLE"
ARTS AND SCIENCES,Lumen Winter,1958,M.S./H.S. 141 - BRONX,BRONX,OIL ON CANVAS
AWARNESS OF THE INTANGIBLE,Lumen Winter,,P.S. 84 - BROOKLYN,BROOKLYN,"MOSAIC, GLASS"
AWARNESS OF THE INTANGIBLE,Lumen Winter,,P.S. 84 - BROOKLYN,BROOKLYN,STONE
AWARNESS OF THE INTANGIBLE,Lumen Winter,,P.S. 84 - BROOKLYN,BROOKLYN,"MOSAIC, MARBLE"
LIFE IS A LABOR & ODE TO AUDUBON,Lumen Winter,,P.S. 130 - QUEENS,QUEENS,ACRYLIC ON CANVAS
"JONATHAN P. HYATT, EDUCATOR",Lumen Winter,1962,P.S. 154 - BRONX,BRONX,ALUMINUM
"JONATHAN P. HYATT, EDUCATOR",Lumen Winter,1962,P.S. 154 - BRONX,BRONX,"MOSAIC, MARBLE"
"JONATHAN P. HYATT, EDUCATOR",Lumen Winter,1962,P.S. 154 - BRONX,BRONX,"MOSAIC, GLASS"
PROTECTION,Lumen Winter,1969,SOUTH SHORE HS - K,BROOKLYN,MARBLE
"""HISTORY OF STATEN ISLAND""",Lumen Winter,1965,P.S. 16 - STATEN ISLAND,STATEN ISLAND,CERAMIC
"""THE ORIGNAL MURAL STORY""",Lumen Winter,1963,P.S. 20 - MANHATTAN,MANHATTAN,GOUACHE
MISSOURI AND KANSAS/ THE SLAVERY ISSUE,Lumen Winter,,OSSS / DSF - QUEENS,QUEENS,PRINT
MAGIC SEEDS,Lynn Margileth,1991,P.S. 121 - BRONX,BRONX,STEEL
MAGIC SEEDS,Lynn Margileth,1991,P.S. 121 - BRONX,BRONX,WOOD
MAGIC SEEDS,Lynn Margileth,1991,P.S. 121 - BRONX,BRONX,PLEXIGLASS
"""RECLINING WOMEN""",M Lush,1937,PORT RICHMOND HS - S. I.,STATEN ISLAND,MARBLE
WW I COMMEMORATIVE PLAQUE,M. H. Keck,1921,WILLIAM C. BRYANT HS - Q,QUEENS,BRONZE
HURDY GURDY,M. Murphy,1940,FORT HAMILTON HS - K,BROOKLYN,ETCHING
HURDY GURDY,M. Murphy,1940,FORT HAMILTON HS - K,BROOKLYN,WOODCUT
FLOWER STUDY,M. Murphy,1940,FORT HAMILTON HS - K,BROOKLYN,WOODCUT
FISH DAY,M. Murphy,1940,FORT HAMILTON HS - K,BROOKLYN,WOODCUT
FISH DAY,M. Murphy,1940,FORT HAMILTON HS - K,BROOKLYN,LINOLEUM CUT
BOAT HOUSE,M. Murphy,1937,FLUSHING HS - Q,QUEENS,WOODCUT
CLIFFS BY THE SEA,Mabel Dwight,1937,FRANK SINATRA HIGH SCHOOL-Q,QUEENS,LITHOGRAPH
COAL HOPPER AT 14TH STREET,Mabel Jack,1937,DEWITT CLINTON HS - X,BRONX,LITHOGRAPH
WORLD PATTERNS AND FABLES,Mac Adams,1996,P.S. 20 - QUEENS,QUEENS,CEMENT
WORLD PATTERNS AND FABLES,Mac Adams,1996,P.S. 20 - QUEENS,QUEENS,MOSAIC
FISHING FOR COINS,Mac Raboy,1940,FORT HAMILTON HS - K,BROOKLYN,WOODCUT
CELEBRATION (RICHARD ROTHENBERG MEMORIAL),Madeline Segall-Marx,1999,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN,STEEL
CELEBRATION (RICHARD ROTHENBERG MEMORIAL),Madeline Segall-Marx,1999,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN,COPPER
CELEBRATION (RICHARD ROTHENBERG MEMORIAL),Madeline Segall-Marx,1999,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN,STONE
CELEBRATION (RICHARD ROTHENBERG MEMORIAL),Madeline Segall-Marx,1999,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN,GLASS
CELEBRATION (RICHARD ROTHENBERG MEMORIAL),Madeline Segall-Marx,1999,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN,WOOD
CELEBRATION (RICHARD ROTHENBERG MEMORIAL),Madeline Segall-Marx,1999,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN,PAPER
CELEBRATION (RICHARD ROTHENBERG MEMORIAL),Madeline Segall-Marx,1999,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN,BRASS
CELEBRATION (RICHARD ROTHENBERG MEMORIAL),Madeline Segall-Marx,1999,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN,MARBLE
CELEBRATION (RICHARD ROTHENBERG MEMORIAL),Madeline Segall-Marx,1999,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN,ALUMINUM
TERULLIAN MANTLE,Mags Harries,1995,P.S. 89 - QUEENS,QUEENS,FIBERGLASS
TERULLIAN MANTLE,Mags Harries,1995,P.S. 89 - QUEENS,QUEENS,STEEL
TERULLIAN MANTLE,Mags Harries,1995,P.S. 89 - QUEENS,QUEENS,FABRIC
TERULLIAN MANTLE,Mags Harries,1995,P.S. 89 - QUEENS,QUEENS,ACRYLIC ON CANVAS
TERULLIAN MANTLE,Mags Harries,1995,P.S. 89 - QUEENS,QUEENS,TERRAZZO
TERULLIAN MANTLE,Mags Harries,1995,P.S. 89 - QUEENS,QUEENS,GLASS
WHATS WHAT?,Maira Kalman,2001,P.S. 234 - MANHATTAN,MANHATTAN,ACRYLIC ON PLYWOOD
FREEDOM,Manuel Vega,1991,I.S. 88 - MANHATTAN,MANHATTAN,CONCRETE
FREEDOM,Manuel Vega,1991,I.S. 88 - MANHATTAN,MANHATTAN,CONCRETE PAVERS
"""PAINFUL HISTORY AND CIVIL RIGHTS"" AND ""MUSIC, DIVERSITY AND TECHNOLOGY""",Manuel Vega,2003,EVANDER CHILDS HS - X,BRONX,ACRYLIC ON PANEL
"""DRAMATIC ARTS""",Marcelo Bonevardi,1972,TOTTENVILLE HS - S. I.,STATEN ISLAND,"CONCRETE, PRECAST"
FENCE OF LEAVES,Maren Hassinger,1995,P.S. 8 - MANHATTAN,MANHATTAN,"STEEL, PAINTED"
ANCESTOR WALK,Maren Hassinger,1996,P.S./I.S. 176 - MANHATTAN,MANHATTAN,"CONCRETE, PRECAST"
ANCESTOR WALK,Maren Hassinger,1996,P.S./I.S. 176 - MANHATTAN,MANHATTAN,CONCRETE
"UNTITLED (#'S 108, 122, 124, 128, 132, 160)",Margalit Mannor,1986,P.S. 196 - BROOKLYN,BROOKLYN,"PHOTOGRAPH, TINTED"
DRESS OF THE FIRST HALF OF THE EIGHTEENTH CENTURY,Margaret Concha,,FLUSHING HS - Q,QUEENS,GRAPHITE
DRESS OF THE FIRST HALF OF THE EIGHTEENTH CENTURY,Margaret Concha,,FLUSHING HS - Q,QUEENS,WATERCOLOR
TRANSPORTATION,Margaret Gorove,,OSSS / DSF - QUEENS,QUEENS,PRINT
DREAMS AND DESIGNS: LIFE FORMS IN FOCUS,Maria Cocchiarelli,,P.S. 811 ANNEX - BRONX,BRONX,CERAMIC
WORLD ATLAS BANNERS,Maria Cocchiarelli,,P.S. 306 - BRONX,BRONX,PAINTED FABRIC
XVIII CENTURY LINEN OR COTTON,Marian Curtiss,,OSSS / DSF - QUEENS,QUEENS,WATERCOLOR
UNTITLED,Mariette Bevington,1975,MURRY BERGTRAUM HS (ECF) - M,MANHATTAN,FRESCO SECCO
UNTITLED,Mariette Bevington,1975,MURRY BERGTRAUM HS (ECF) - M,MANHATTAN,STONE
UNTITLED,Mariette Bevington,1975,MURRY BERGTRAUM HS (ECF) - M,MANHATTAN,MARBLE
REVERIE,Marion Greenwood,,NEWTOWN HS - QUEENS,QUEENS,LITHOGRAPH
CREATIVITY,Marisol Escobar,1986,FIORELLO LAGUARDIA HS - MANHATTAN,MANHATTAN,METAL PAINTED
CREATIVITY,Marisol Escobar,1986,FIORELLO LAGUARDIA HS - MANHATTAN,MANHATTAN,GRANITE
CREATIVITY,Marisol Escobar,1986,FIORELLO LAGUARDIA HS - MANHATTAN,MANHATTAN,BRONZE
DR. BAILEY K. ASHFORD (1873-1934),Marjorie Dangerfield,1957,P.S. 287 - BROOKLYN,BROOKLYN,BRONZE
TAILORED TAILS #1,Marjorie Moore,1987,P.S. 52 - STATEN ISLAND,STATEN ISLAND,OIL ON CANVAS
TAILORED TAILS #3,Marjorie Moore,1987,P.S. 48 - BRONX,BRONX,OIL ON CANVAS
SLEETED HILL,Marjorie Moore,1989,P.S. 32 - QUEENS,QUEENS,ACRYLIC ON PAPER
INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: GEORGE WASHINGTON,Mark Gaynon,2009,THE WILLIE ELLA PASCHAL BOWMAN CAMPUS - BRONX,BRONX,ACRYLIC ON CANVAS
INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: ABRAHAM LINCOLN,Mark Gaynon,2009,THE WILLIE ELLA PASCHAL BOWMAN CAMPUS - BRONX,BRONX,ACRYLIC ON CANVAS
INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: MARTIN LUTHER KING JR,Mark Gaynon,2009,THE WILLIE ELLA PASCHAL BOWMAN CAMPUS - BRONX,BRONX,ACRYLIC ON CANVAS
INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: MARK TWAIN,Mark Gaynon,2009,THE WILLIE ELLA PASCHAL BOWMAN CAMPUS - BRONX,BRONX,ACRYLIC ON CANVAS
INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: CORETTA SCOTT KING,Mark Gaynon,2009,THE WILLIE ELLA PASCHAL BOWMAN CAMPUS - BRONX,BRONX,ACRYLIC ON CANVAS
INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: SOJOURNER TRUTH,Mark Gaynon,2009,THE WILLIE ELLA PASCHAL BOWMAN CAMPUS - BRONX,BRONX,ACRYLIC ON CANVAS
INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: U THANT,Mark Gaynon,2009,THE WILLIE ELLA PASCHAL BOWMAN CAMPUS - BRONX,BRONX,ACRYLIC ON CANVAS
INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: MADAME CJ WALKER,Mark Gaynon,2009,THE WILLIE ELLA PASCHAL BOWMAN CAMPUS - BRONX,BRONX,ACRYLIC ON CANVAS
INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: ELEANOR ROOSEVELT,Mark Gaynon,2009,THE WILLIE ELLA PASCHAL BOWMAN CAMPUS - BRONX,BRONX,ACRYLIC ON CANVAS
INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: ZORA NEALE HURSTON,Mark Gaynon,2009,THE WILLIE ELLA PASCHAL BOWMAN CAMPUS - BRONX,BRONX,ACRYLIC ON CANVAS
INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: TITO PUENTE,Mark Gaynon,2009,THE WILLIE ELLA PASCHAL BOWMAN CAMPUS - BRONX,BRONX,ACRYLIC ON CANVAS
INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: ELIZABETH CADY STANTON,Mark Gaynon,2009,THE WILLIE ELLA PASCHAL BOWMAN CAMPUS - BRONX,BRONX,ACRYLIC ON CANVAS
INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: FREDERICK DOUGLASS,Mark Gaynon,2009,THE WILLIE ELLA PASCHAL BOWMAN CAMPUS - BRONX,BRONX,ACRYLIC ON CANVAS
INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: BELLA ABZUG,Mark Gaynon,,THE WILLIE ELLA PASCHAL BOWMAN CAMPUS - BRONX,BRONX,ACRYLIC ON CANVAS
UNTITLED,Mark Mastroianni,1987,I.S. 30 - BROOKLYN,BROOKLYN,OIL ON CANVAS
CLEARWATER SAILING THE HUDSON,Mark Sadan,1985,FORT HAMILTON HS - K,BROOKLYN,PHOTOGRAPH
"1) ""HUDSON RIVER REVIVAL""  2) ""THE CLEARWATER SAILING""",Mark Sadan,1985,FORT HAMILTON HS - K,BROOKLYN,"PHOTOGRAPH, TINTED"
FOREST FRIEZE,Mark Veca,2011,THE SPRUCE STREET EDUCATIONAL CAMPUS - MANHATTAN,MANHATTAN,ACRYLIC
TECHNO 368,Martha Jackson Jarvis,2004,M.S./H.S. 368 - BRONX,BRONX,"MOSAIC, GLASS"
OAK SEASONS,Martha Madigan,2004,P.S./I.S. 499 - QUEENS,QUEENS,
UNTITLED,Martin Rubio,1976,I.S. 216 - BRONX,BRONX,"STEEL, STAINLESS"
MISS LIBERTY FACE,Martin Wong,1994,I.S. 90 - MANHATTAN,MANHATTAN,ACRYLIC ON PLYWOOD
MISS LIBERTY FACE,Martin Wong,1994,I.S. 90 - MANHATTAN,MANHATTAN,PLYWOOD
MODEL FOR CEILING MURAL MISS LIBERTY FACE,Martin Wong,1994,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON CANVAS
MISS LIBERTY FACE MAQUETTE,Martin Wong,1994,I.S. 90 - MANHATTAN,MANHATTAN,OIL ON CANVAS
SHEAVES,Mary Ann Unger,1990,OSSS / DSF - QUEENS,QUEENS,FABRIC
SHEAVES,Mary Ann Unger,1990,OSSS / DSF - QUEENS,QUEENS,HYDROCAL
FABLES OF LA FONTAINE,Mary Callery,1954,P.S. 34 - MANHATTAN,MANHATTAN,"STEEL, PAINTED"
AMITY,Mary Callery,,P.S. 115 - BROOKLYN,BROOKLYN,BRONZE
ACROBATS,Mary Callery,1958,GEORGE W. WINGATE HS - K,BROOKLYN,"STEEL, PAINTED"
MOTHER AND SEATED CHILD,Mary Cassatt,,NEWTOWN HS - QUEENS,QUEENS,ETCHING
UNTITLED,Mary Frank,1983,FIORELLO LAGUARDIA HS - MANHATTAN,MANHATTAN,PAPER
BLANK LANE # 2,Mary Neumuth,1980,OSSS / DSF - QUEENS,QUEENS,OIL ON CANVAS
JESSUPS NECK # 2,Mary Neumuth,1980,OSSS / DSF - QUEENS,QUEENS,
"""ALICE FARKOUH""",Mary Panchen,,FORT HAMILTON HS - K,BROOKLYN,OIL ON CANVAS
"BOSTON, 1775-1776",Mary Reardon,,OSSS / DSF - QUEENS,QUEENS,PRINT
"WEST WALL, NORTHEAST LIGHT",Mary Temple,2009,EAST SIDE MIDDLE SCHOOL - MANHATTAN,MANHATTAN,CERAMIC FRIT
"WEST WALL, NORTHEAST LIGHT",Mary Temple,2009,EAST SIDE MIDDLE SCHOOL - MANHATTAN,MANHATTAN,DIGITAL PRINT
"WEST WALL, NORTHEAST LIGHT",Mary Temple,2009,EAST SIDE MIDDLE SCHOOL - MANHATTAN,MANHATTAN,GLASS
"NORTHEAST LIGHT, WEST WALL",Mary Temple,2009,,,
AMONG THE MOMENTS,Masaaki Noda,1981,I.S. 292 - BROOKLYN,BROOKLYN,SILKSCREEN
PASSAGE,Masaaki Noda,1982,P.S. 126 (ECF) - BRONX,BRONX,SILKSCREEN
"LAW, JUSTICE, AND GOVERNMENT",Matt Mullican,2003,"""HS OF LAW",989,ALUMINUM
"LAW, JUSTICE, AND GOVERNMENT",Matt Mullican,2003,"""HS OF LAW",989,OIL STICK
"LAW, GOVERNMENT, AND JUSTICE 1",Matt Mullican,2003,"""HS OF LAW",989,CONCRETE
"LAW, GOVERNMENT, AND JUSTICE 1",Matt Mullican,2003,"""HS OF LAW",989,CAST STONE
"DESIGN FOR HS OF LAW, GOV'T JUSTICE",Matt Mullican,,ALTERNATIVE LEARNING CENTER - MANHATTAN,MANHATTAN,
ELECTRIC BOAT,Matthew O' Donnell,1988,P.S. 183 - BROOKLYN,BROOKLYN,OIL ON PAPER
FRIEZE FRAME,Maura Sheehan,1995,LONG ISLAND CITY HS (NEW) - Q,QUEENS,CERAMIC
DESTITUTE (MOTHER AND CHILD),Maurice Glickman,1937,P.S. 94 - BRONX,BRONX,MARBLE
GREEN POWER,Mauricio Trenard,2009,SUNSET PARK HS - BROOKLYN,BROOKLYN,"WOOD, CARVED"
GREEN POWER,Mauricio Trenard,2009,SUNSET PARK HS - BROOKLYN,BROOKLYN,CERAMIC TILE
LISIEUX FRANCE,Max Feldman,,DEWITT CLINTON HS - X,BRONX,LITHOGRAPH
THE NEW YORK STOCK EXCHANGE,Max Feldman,1988,P.S. 110 - BROOKLYN,BROOKLYN,OIL ON CANVAS
"""UNTITLED""",Max Haupt,1951,OSSS / DSF - QUEENS,QUEENS,OIL ON CANVAS
"""TOOLS OF EDUCATION""",Max Spivak,1955,GEORGE W. WINGATE HS - K,BROOKLYN,"MOSAIC, MARBLE"
"""TOOLS OF EDUCATION""",Max Spivak,1955,GEORGE W. WINGATE HS - K,BROOKLYN,"MOSAIC, GLASS"
TOOLS OF EDUCATION,Max Spivak,1956,J.H.S. 189 - QUEENS,QUEENS,"MOSAIC, MARBLE"
TOOLS OF EDUCATION,Max Spivak,1956,J.H.S. 189 - QUEENS,QUEENS,"MOSAIC, GLASS"
"MOON AND SEA, SUN AND EARTH",Max Spivak,1965,P.S. 92 - MANHATTAN,MANHATTAN,MOSAIC
"""SPACE AND SATELLITES""",Max Spivak,1967,I.S. 24 - STATEN ISLAND,STATEN ISLAND,"MOSAIC, GLASS"
CENTRAL PARK AS A REFUGE,Max Spivak,1962,P.S. 84 - MANHATTAN,MANHATTAN,"MOSAIC, GLASS"
CENTRAL PARK AS A REFUGE,Max Spivak,1962,P.S. 84 - MANHATTAN,MANHATTAN,"MOSAIC, MARBLE"
SEA AND BIRD LIFE,Max Spivak,1960,P.S. 48 - STATEN ISLAND,STATEN ISLAND,MOSAIC
"SPORTS AND SKILL (#1), ARTS AND LETTERS(#2)",Max Spivak,1967,P.S. 754 (OLD IS155) - BRONX,BRONX,"MOSAIC, GLASS"
HERALD,Max Spivak,1935,P.S. 173 - QUEENS,QUEENS,OIL ON CANVAS
TOY SOLDIER,Max Spivak,1935,P.S. 173 - QUEENS,QUEENS,OIL ON CANVAS
"""EXPLORATION""",Maxwell Chayat,1974,I.S. 174 - BRONX,BRONX,"STEEL, STAINLESS"
HISTORY OF MANKIND IN TERMS OF MENTAL AND PHYSICAL LABOR,Maxwell Starr,1947,BROOKLYN TECH HS - K,BROOKLYN,OIL ON CANVAS
ALL THE COLORS,Meg Belichick,2003,P.S./I.S. 266 - QUEENS,QUEENS,ALUMINUM
ALL THE COLORS,Meg Belichick,2003,P.S./I.S. 266 - QUEENS,QUEENS,STAINLESS STEEL CABLE
LANDMIND,Mel Chin,1995,LONG ISLAND CITY HS (NEW) - Q,QUEENS,GLASS
LANDMIND,Mel Chin,1995,LONG ISLAND CITY HS (NEW) - Q,QUEENS,CONCRETE
LANDMIND,Mel Chin,1995,LONG ISLAND CITY HS (NEW) - Q,QUEENS,GRANITE
LANDMIND,Mel Chin,1995,LONG ISLAND CITY HS (NEW) - Q,QUEENS,"STEEL, STAINLESS"
"ENCHANTED DREAM, SUN BIRD",Melvin Clark,1996,P.S. 152 - BROOKLYN,BROOKLYN,CASEIN ON BOARD
LOOKING LESSON,Merle Steir,1992,I.S. 218 - MANHATTAN,MANHATTAN,CERAMIC
REFLECTIONS,Michael De Camp,1985,I.S. 252 - BROOKLYN,BROOKLYN,"PHOTOGRAPH, TINTED"
NIGHT TIDE,Michael Dicerbo,1982,P.S. 163 - MANHATTAN,MANHATTAN,ETCHING
UNTITLED,Michael Dubina,1990,P.S. 249 - BROOKLYN,BROOKLYN,OIL ON PAPER
TRAINING TECHNICAL AND VOCATIONAL WORKERS,Michael Loew,1934,RALPH MCKEE VOC HS - S. I.,STATEN ISLAND,OIL ON CANVAS
"""INDUSTRIAL CHRONOLOGY IN TEXTILE...",Michael Loew,1935,BAYARD RUSTIN EDUCATIONAL COMP-M,MANHATTAN,OIL ON CANVAS
,Michael Rakowitz,2008,MIDWOOD HS ADDITION - BROOKLYN,BROOKLYN,
BEAVER PLATEAU,Michael Scott,1989,P.S. 154 - QUEENS,QUEENS,OIL ON PAPER
REACH FOR A STAR,Michael Williams,1995,P.S. 82 - QUEENS,QUEENS,"MOSAIC, STONE"
REACH FOR A STAR,Michael Williams,1995,P.S. 82 - QUEENS,QUEENS,"MOSAIC, GLASS"
UNIVERSE OF KNOWLEDGE,Michele Brody,2006,P.S./I.S. 194 - BRONX,BRONX,CERAMIC TILE
FIELD AND STREAM,Michelle Harvey,1986,GROVER CLEVELAND HS - Q,QUEENS,OIL ON CANVAS
TABULA,Michelle Stuart,1990,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN,STONE
TABULA,Michelle Stuart,1990,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN,MARBLE
TABULA,Michelle Stuart,1990,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN,GRANITE
LOOK/ACT/DREAM,Mike Metz,,P.S. 22 - BROOKLYN,BROOKLYN,WOOD
LOOK/ACT/DREAM,Mike Metz,,P.S. 22 - BROOKLYN,BROOKLYN,"ALUMINUM, CAST"
LOOK/ACT/DREAM,Mike Metz,,P.S. 22 - BROOKLYN,BROOKLYN,STEEL
WINTER CENTRAL PARK,Mildred Williams,,FLUSHING HS - Q,QUEENS,LITHOGRAPH
CHILDREN AT PLAY,Milton Hebald,1972,P.S. 86 - QUEENS,QUEENS,"BRONZE, CAST"
EDUCATION AND ATHLETICS,Milton Hebald,1972,HILLCREST HS - QUEENS,QUEENS,"BRONZE, CAST"
"DANCE, TENNIS, BASKETBALL",Milton Horn,1936,SEWARD PARK HS - MANHATTAN,MANHATTAN,MAHAGONY
"FOOTBALL, HOCKEY, BASEBALL",Milton Horn,1936,SEWARD PARK HS - MANHATTAN,MANHATTAN,MAHAGONY
SAMPLE SWATCH OF SILK BLOCK PRINTED,Mina Lowry,1937,OSSS / DSF - QUEENS,QUEENS,WATERCOLOR
GLAZED AND PRINTED COTTON ABOUT 1850,Mina Lowry,,OSSS / DSF - QUEENS,QUEENS,WATERCOLOR
SAMPLE SWATCH OF SILK BLOCK PRINTED,Mina Lowry,,FLUSHING HS - Q,QUEENS,WATERCOLOR
SAMPLE SWATCH OF SILK BLOCK PRINTED,Mina Lowry,,FLUSHING HS - Q,QUEENS,INK ON PAPER
LEAF GATE,Ming Fay,1995,P.S. 7 - QUEENS,QUEENS,"STEEL, PAINTED"
LEAF GATE,Ming Fay,1995,P.S. 7 - QUEENS,QUEENS,BRONZE
STILL LIFE,Minnetta Good,1937,FLUSHING HS - Q,QUEENS,LITHOGRAPH
"""JOHN F. MCNEILL, PRINCIPAL 1934-1965""",Mitchell Loeb,1969,ERASMUS HALL CAMPUS - K,BROOKLYN,OIL ON CANVAS
JUNCTION,Mo Bahc,1994,P.S. 69 - QUEENS,QUEENS,"MOSAIC, GLASS"
JUNCTION,Mo Bahc,1994,P.S. 69 - QUEENS,QUEENS,LITHOCROME
JUNCTION,Mo Bahc,1994,P.S. 69 - QUEENS,QUEENS,STONE
JUNCTION,Mo Bahc,1994,P.S. 69 - QUEENS,QUEENS,GRANITE
"""WASHINGTON AND HIS FRIENDS AT MOUNT...",Monroe Hewlett,1933,G. WASHINGTON HS EDUC. CAMPUS - M,MANHATTAN,TO BE DETERMINED
EVOLUTION OF COSTUME THROUGH THE AGES,Mons Breidvik,1936,BAYARD RUSTIN EDUCATIONAL COMP-M,MANHATTAN,FRESCO SECCO
THE COTTON INDUSTRY IN CONTEMPORARY AMERICA,Monty Lewis,1936,BKLYN HS OF THE ARTS (OL S J HL)-K,BROOKLYN,FRESCO
LOWER FULTON STREET,Mortimer Bourne,1937,FLUSHING HS - Q,QUEENS,ETCHING
QUARRY,Moses Oley,1937,BRONX HS OF SCIENCE - X,BRONX,LITHOGRAPH
INDIAN CORN DANCE,Muriel Brennecke,1939,ERASMUS HALL CAMPUS - K,BROOKLYN,"WOOD, CARVED"
INDIAN BUFFALO DANCE,Muriel Brennecke,1939,ERASMUS HALL CAMPUS - K,BROOKLYN,"WOOD, CARVED"
QUARTET FOR THALO GREEN,Murray Reich,,I.S. 2 - STATEN ISLAND,STATEN ISLAND,ACRYLIC ON CANVAS
UNTITLED,Murray Reich,,I.S. 2 - STATEN ISLAND,STATEN ISLAND,ACRYLIC ON CANVAS
"""PERSIAN SCENE""",N Yantzin,,TELECOM. ARTS & TECH. - K,BROOKLYN,PAINTED FABRIC
"""WINTER GAMES"" ""SUMMER GAMES""",N. Toor,1937,ADULT LRNG CTR (OLD GRLS HS) - K,BROOKLYN,PLASTER
CHILDREN AT PLAY,N. Trevisani,1942,P.S. 152 - QUEENS,QUEENS,TEMPERA ON PANEL
"""STILL LIFE""",Nahum Tschacbascov,1937,ABRAHAM LINCOLN HS - K,BROOKLYN,OIL ON CANVAS
MAPPING QUEENS,Nancy Chunn,1997,I.S. 125 - QUEENS,QUEENS,ACRYLIC ON CANVAS
MULTIPLE CHOICE,Nancy Dwyer,1995,PORT RICHMOND HS - S. I.,STATEN ISLAND,"ALUMINUM, PAINTED, EPOXY"
HALLWAY HIGHWAY,Nancy Dwyer,,PORT RICHMOND HS - S. I.,STATEN ISLAND,LINOLEUM
